_module,_source_file,VALUE,QUANTITY,DETAILS
Null-A2,NULL+A+build&+BOM.pdf,10n,4,"Designators: C15, C18, C27, C34"
Null-A2,NULL+A+build&+BOM.pdf,1u,8,"Designators: C17, C32, C35, C36, C37, C38, C39, C40"
Null-A2,NULL+A+build&+BOM.pdf,1n,2,"Designators: C26, C28"
Null-A2,NULL+A+build&+BOM.pdf,-,2,"Designators: C73, R207 | not on vers 2"
Null-A2,NULL+A+build&+BOM.pdf,91k,2,"Designators: R1, R23"
Null-A2,NULL+A+build&+BOM.pdf,100k,61,"Designators: R2, R3, R11, R12, R17, R20, R21, R22, R24, R25, R28, R34, R40, R43, R46, R48, R49, R50, R51, R62, R66, R70, R73, R92, R106, R109, R127, R128, R129, R130, R131, R132, R134, R139, R157, R158, R159, R197, R198, R203, R210, R211, R216, R227, R229, R231, R232, R233, R234, R235, R236, R237, R238, R240, R242, R244, R247, R248, R256, R257, R262"
Null-A2,NULL+A+build&+BOM.pdf,2M2,3,"Designators: R4, R26, R160"
Null-A2,NULL+A+build&+BOM.pdf,24k,2,"Designators: R5, R27"
Null-A2,NULL+A+build&+BOM.pdf,10k,18,"Designators: R6, R14, R16, R31, R37, R39, R44, R45, R117, R118, R119, R121, R204, R226, R228, R230, R246, R249"
Null-A2,NULL+A+build&+BOM.pdf,56k,6,"Designators: R7, R29, R60, R61, R185, R190"
Null-A2,NULL+A+build&+BOM.pdf,1kT,2,"Designators: R8, R30 | or thru-hole"
Null-A2,NULL+A+build&+BOM.pdf,15k,6,"Designators: R9, R32, R67, R86, R120, R122"
Null-A2,NULL+A+build&+BOM.pdf,220R,3,"Designators: R10, R33, R212"
Null-A2,NULL+A+build&+BOM.pdf,1k,20,"Designators: R13, R36, R72, R75, R108, R126, R133, R135, R136, R137, R138, R155, R161, R162, R196, R200, R215, R241, R245, R252"
Null-A2,NULL+A+build&+BOM.pdf,39k,2,"Designators: R15, R38"
Null-A2,NULL+A+build&+BOM.pdf,10K,4,"Designators: R18, R19, R104, R105"
Null-A2,NULL+A+build&+BOM.pdf,47k,11,"Designators: R35, R93, R94, R97, R99, R110, R124, R187, R189, R201, R206"
Null-A2,NULL+A+build&+BOM.pdf,180k,2,"Designators: R41, R42"
Null-A2,NULL+A+build&+BOM.pdf,150k,4,"Designators: R47, R71, R239, R243"
Null-A2,NULL+A+build&+BOM.pdf,470k,3,"Designators: R52, R85, R156"
Null-A2,NULL+A+build&+BOM.pdf,2k7,1,Designators: R53
Null-A2,NULL+A+build&+BOM.pdf,200k,1,Designators: R54
Null-A2,NULL+A+build&+BOM.pdf,2k2,12,"Designators: R55, R58, R123, R213, R218, R219, R220, R221, R222, R223, R224, R225"
Null-A2,NULL+A+build&+BOM.pdf,33k,3,"Designators: R56, R59, R194"
Null-A2,NULL+A+build&+BOM.pdf,27k,1,Designators: R57
Null-A2,NULL+A+build&+BOM.pdf,100R,4,"Designators: R63, R64, R68, R69"
Null-A2,NULL+A+build&+BOM.pdf,62k,2,"Designators: R65, R78"
Null-A2,NULL+A+build&+BOM.pdf,8k2,1,Designators: R74
Null-A2,NULL+A+build&+BOM.pdf,470R,4,"Designators: R76, R100, R101, R153"
Null-A2,NULL+A+build&+BOM.pdf,12k,4,"Designators: R77, R91, R96, R140"
Null-A2,NULL+A+build&+BOM.pdf,2K7,2,"Designators: R79, R88"
Null-A2,NULL+A+build&+BOM.pdf,1K,8,"Designators: R80, R81, R82, R83, R89, R90, R95, R116"
Null-A2,NULL+A+build&+BOM.pdf,470K,1,Designators: R84
Null-A2,NULL+A+build&+BOM.pdf,330R,3,"Designators: R87, R202, R205"
Null-A2,NULL+A+build&+BOM.pdf,30k,1,Designators: R98
Null-A2,NULL+A+build&+BOM.pdf,220k,4,"Designators: R102, R114, R125, R154"
Null-A2,NULL+A+build&+BOM.pdf,68k,1,Designators: R103
Null-A2,NULL+A+build&+BOM.pdf,330k,2,"Designators: R107, R209"
Null-A2,NULL+A+build&+BOM.pdf,47k*,1,Designators: R111
Null-A2,NULL+A+build&+BOM.pdf,10k*,1,Designators: R112
Null-A2,NULL+A+build&+BOM.pdf,22k,2,"Designators: R113, R191"
Null-A2,NULL+A+build&+BOM.pdf,2K2,1,Designators: R115
Null-A2,NULL+A+build&+BOM.pdf,150K,1,Designators: R184
Null-A2,NULL+A+build&+BOM.pdf,560K,1,Designators: R186
Null-A2,NULL+A+build&+BOM.pdf,15K,1,Designators: R188
Null-A2,NULL+A+build&+BOM.pdf,47K,1,Designators: R193
Null-A2,NULL+A+build&+BOM.pdf,1M,4,"Designators: R195, R250, R251, R253 | optional, see notes"
Null-A2,NULL+A+build&+BOM.pdf,RL,3,"Designators: R199, R217, R261 | Sloth LED; ADSR LED; LFO LED"
Null-A2,NULL+A+build&+BOM.pdf,4M7,2,"Designators: R208, R259"
Null-A2,NULL+A+build&+BOM.pdf,4k7,3,"Designators: R214, R254, R255"
Null-A2,NULL+A+build&+BOM.pdf,6M8,1,Designators: R258
Null-A2,NULL+A+build&+BOM.pdf,10M,1,Designators: R260
Null-A2,NULL+A+build&+BOM.pdf,"U8, U10, U12, U15, U16, U22, U24,",1,Designators: TL072
Null-A2,NULL+A+build&+BOM.pdf,"U1, U3, U5, U13, U14, U17, U18, U23, U25",1,Designators: TL074
Null-A2,NULL+A+build&+BOM.pdf,"U2, U4, U6, U11",1,Designators: LM13700
Null-A2,NULL+A+build&+BOM.pdf,U7,1,Designators: PT2399
Null-A2,NULL+A+build&+BOM.pdf,4024,1,Designators: U19
Null-A2,NULL+A+build&+BOM.pdf,4029,1,Designators: U21
Null-A2,NULL+A+build&+BOM.pdf,4052,1,Designators: U20
Null-A2,NULL+A+build&+BOM.pdf,U9,1,Designators: LM78L05ACMX | 8 PIN SOIC Tayda: A-629
Null-A2,NULL+A+build&+BOM.pdf,Trimpot 100k multiturn,1,"Designators: TR1, TR3"
Null-A2,NULL+A+build&+BOM.pdf,Trimpot 20k multiturn,1,"Designators: TR2, TR4"
Null-A2,NULL+A+build&+BOM.pdf,Trimpot 100k,1,"Designators: TR6, TR7, TR9"
Null-A2,NULL+A+build&+BOM.pdf,Trimpot 50k,1,Designators: TR5
Null-A2,NULL+A+build&+BOM.pdf,TR8,,
Null-A2,NULL+A+build&+BOM.pdf,"Q13, Q17",,SOT23-6 AKA SOT-457 Mouser Part No: 771-BCM847DS115
Null-A2,NULL+A+build&+BOM.pdf,"Q1, Q3, Q5, Q7, Q8, Q10, Q14, Q15, Q16, Q18, Q20, Q21, Q22, Q23, Q26, Q30, Q32, Q33, Q34, Q37, Q38, Q39, Q40, Q41, Q42, Q43",,SOT23 There is no Q25 on vers 2.
Null-A2,NULL+A+build&+BOM.pdf,"Q2, Q4, Q6, Q9, Q19, Q24, Q27, Q28, Q31, Q35, Q36,",,SOT23
Null-A2,NULL+A+build&+BOM.pdf,"D6, D7",,"The ones with the dots, near the power connector"
Null-A2,NULL+A+build&+BOM.pdf,all other diodes,,"Diode numbering is a bit messed up, so ignore"
Null-A2,NULL+A+build&+BOM.pdf,"Q11, Q12, Q29",,SOT-23
Null-A2,NULL+A+build&+BOM.pdf,2 pin bipolar LED,3,
Null-A2,NULL+A+build&+BOM.pdf,LED,1,
Null-A2,NULL+A+build&+BOM.pdf,100k pot,29,
Null-A2,NULL+A+build&+BOM.pdf,1MA pot,4,
Null-A2,NULL+A+build&+BOM.pdf,MONO jacks,50,
Null-A2,NULL+A+build&+BOM.pdf,STEREO jack,1,
Null-A2,NULL+A+build&+BOM.pdf,Eurocrack power connector,1,
Null-A2,NULL+A+build&+BOM.pdf,single vactrol,1,
Null-A2,NULL+A+build&+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,13,
Null-A2,NULL+A+build&+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,at least 4,
Null-A2,NULL+A+build&+BOM.pdf,470P,1,
Null-A2,NULL+A+build&+BOM.pdf,100n,10,
Null-A2,NULL+A+build&+BOM.pdf,100p,2,
Null-A2,NULL+A+build&+BOM.pdf,10n,4,
Null-A2,NULL+A+build&+BOM.pdf,10u,41,
Null-A2,NULL+A+build&+BOM.pdf,1n,5,
Null-A2,NULL+A+build&+BOM.pdf,1u,8,
Null-A2,NULL+A+build&+BOM.pdf,220n,1,
Null-A2,NULL+A+build&+BOM.pdf,2n2,2,
Null-A2,NULL+A+build&+BOM.pdf,100k,66,
Null-A2,NULL+A+build&+BOM.pdf,100R,4,
Null-A2,NULL+A+build&+BOM.pdf,10k,26,
Null-A2,NULL+A+build&+BOM.pdf,10M,1,
Null-A2,NULL+A+build&+BOM.pdf,12k,5,
Null-A2,NULL+A+build&+BOM.pdf,150k,5,
Null-A2,NULL+A+build&+BOM.pdf,15k,7,
Null-A2,NULL+A+build&+BOM.pdf,180k,2,
Null-A2,NULL+A+build&+BOM.pdf,1k,33,
Null-A2,NULL+A+build&+BOM.pdf,1k Tempco,2,
Null-A2,NULL+A+build&+BOM.pdf,1M,4,
Null-A2,NULL+A+build&+BOM.pdf,200k,1,
Null-A2,NULL+A+build&+BOM.pdf,220k,5,
Null-A2,NULL+A+build&+BOM.pdf,220R,4,
Null-A2,NULL+A+build&+BOM.pdf,22k,5,
Null-A2,NULL+A+build&+BOM.pdf,24k,2,
Null-A2,NULL+A+build&+BOM.pdf,27k,1,
Null-A2,NULL+A+build&+BOM.pdf,2k2,14,
Null-A2,NULL+A+build&+BOM.pdf,2k7,3,
Null-A2,NULL+A+build&+BOM.pdf,2M2,3,
Null-A2,NULL+A+build&+BOM.pdf,30k,3,
Null-A2,NULL+A+build&+BOM.pdf,330k,3,
Null-A2,NULL+A+build&+BOM.pdf,330R,3,
Null-A2,NULL+A+build&+BOM.pdf,33k,4,
Null-A2,NULL+A+build&+BOM.pdf,39k,2,
Null-A2,NULL+A+build&+BOM.pdf,470k,4,
Null-A2,NULL+A+build&+BOM.pdf,470R,7,
Null-A2,NULL+A+build&+BOM.pdf,47k,17,
Null-A2,NULL+A+build&+BOM.pdf,4k7,4,
Null-A2,NULL+A+build&+BOM.pdf,4M7,3,
Null-A2,NULL+A+build&+BOM.pdf,560k,1,
Null-A2,NULL+A+build&+BOM.pdf,56k,6,
Null-A2,NULL+A+build&+BOM.pdf,62k,2,
Null-A2,NULL+A+build&+BOM.pdf,68k,1,
Null-A2,NULL+A+build&+BOM.pdf,6M8,1,
Null-A2,NULL+A+build&+BOM.pdf,8k2,1,
Null-A2,NULL+A+build&+BOM.pdf,91k,2,
Null-A2,NULL+A+build&+BOM.pdf,RL,4,
Null-A2,NULL+A+build&+BOM.pdf,BC847,26,
Null-A2,NULL+A+build&+BOM.pdf,BC857,11,
Null-A2,NULL+A+build&+BOM.pdf,LL4148,16,
Null-A2,NULL+A+build&+BOM.pdf,"J108,J109,J112 or similar",3,
Null-A2,NULL+A+build&+BOM.pdf,S1JL,2,
Numberwang,Numberwang+BOM+guide.pdf,4514,1,
Numberwang,Numberwang+BOM+guide.pdf,TL072,3,
Numberwang,Numberwang+BOM+guide.pdf,BC847,16,
Numberwang,Numberwang+BOM+guide.pdf,1N4148,5,
Numberwang,Numberwang+BOM+guide.pdf,LED,16,
Numberwang,Numberwang+BOM+guide.pdf,jacks,21,
Numberwang,Numberwang+BOM+guide.pdf,100nF capacitor (or larger) (‘104’ on PCB),6,
Numberwang,Numberwang+BOM+guide.pdf,10uF electro,3,
Numberwang,Numberwang+BOM+guide.pdf,10R,2,
Numberwang,Numberwang+BOM+guide.pdf,1k,1,
Numberwang,Numberwang+BOM+guide.pdf,10k,6,
Numberwang,Numberwang+BOM+guide.pdf,100k,11,
Numberwang,Numberwang+BOM+guide.pdf,1k on PCB (use 3k or 3k3 for superbright LEDs),16,
Numberwang,Numberwang+BOM+guide.pdf,2k2 on PCB (use 6k8 for superbright LEDs),16,
Numberwang,Numberwang+BOM+guide.pdf,eurorack power connector (10 pins),1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,100n,20,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,10uF,2,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,1k,2,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,2k2,6,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,10k,7,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,100k,10,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,200k,2,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,300k,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,2M2,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,RL,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,LL4148 diode,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,BC847,3,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,BC857,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,TL072 or TL082,3,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,CD4029 or MC14029,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,DG408 or DG508,2,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,vactrol,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,"Schottky, power rectifier or 10R (worst option)",2,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,8,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,10k pot,1,
Path Filter,PATH+FILTER+Build+and+BOM.pdf,100k pot,3,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,100p,4,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,100n,7,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,10uF,4,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,1k,4,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,10k,4,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,100k,4,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,220k,2,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,1M,2,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,TL072 or TL082,2,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,"Schottky, power rectifier or 10R (worst option)",2,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,4,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,3.5mm STEREO SOCKET,2,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,100k pot,4,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,USB PCB mount connector,1,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,10mm standoff,1,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,M3x6mm screws for standoff and 7805,3,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,M3 nut (to bolt 7805 regulator to PCB),1,
Phone Charger,PHONE+CHARGER+Build+and+BOM.pdf,7805 regulator,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,100n,5,
Pseudo,PSEUDO+Build+and+BOM.pdf,10uF,2,
Pseudo,PSEUDO+Build+and+BOM.pdf,100uF – 470uF,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,RL,6,
Pseudo,PSEUDO+Build+and+BOM.pdf,1k,4,
Pseudo,PSEUDO+Build+and+BOM.pdf,2k2,4,
Pseudo,PSEUDO+Build+and+BOM.pdf,10k,6,
Pseudo,PSEUDO+Build+and+BOM.pdf,12k,2,
Pseudo,PSEUDO+Build+and+BOM.pdf,22k,2,
Pseudo,PSEUDO+Build+and+BOM.pdf,27k,4,
Pseudo,PSEUDO+Build+and+BOM.pdf,33k,2,
Pseudo,PSEUDO+Build+and+BOM.pdf,51k,2,
Pseudo,PSEUDO+Build+and+BOM.pdf,100k,20,
Pseudo,PSEUDO+Build+and+BOM.pdf,200k,2,
Pseudo,PSEUDO+Build+and+BOM.pdf,390k,2,
Pseudo,PSEUDO+Build+and+BOM.pdf,750k,2,
Pseudo,PSEUDO+Build+and+BOM.pdf,2M2,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,TL072 or TL082,3,
Pseudo,PSEUDO+Build+and+BOM.pdf,LL4148 diode,3,
Pseudo,PSEUDO+Build+and+BOM.pdf,BC847,3,
Pseudo,PSEUDO+Build+and+BOM.pdf,4011,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,4015,6,
Pseudo,PSEUDO+Build+and+BOM.pdf,4070,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,4081,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,3mm LED,6,
Pseudo,PSEUDO+Build+and+BOM.pdf,SPDT on-off-on switch,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,on-on-on switch,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Pseudo,PSEUDO+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,8,
Pseudo,PSEUDO+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
Pseudo,PSEUDO+Build+and+BOM.pdf,5 Pin 2.54mm Single Row Female Pin Header,1,
Pseudo,PSEUDO+Build+and+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,1,
Pinm,PinM+Build+and+BOM.pdf,22pF,2,
Pinm,PinM+Build+and+BOM.pdf,1nF,2,
Pinm,PinM+Build+and+BOM.pdf,10nF,2,
Pinm,PinM+Build+and+BOM.pdf,47nF,2,
Pinm,PinM+Build+and+BOM.pdf,100nF,10,
Pinm,PinM+Build+and+BOM.pdf,10uF,6,
Pinm,PinM+Build+and+BOM.pdf,RL,12,
Pinm,PinM+Build+and+BOM.pdf,RL (next to vactrol),1,
Pinm,PinM+Build+and+BOM.pdf,1k,4,
Pinm,PinM+Build+and+BOM.pdf,2k2,25,
Pinm,PinM+Build+and+BOM.pdf,10k,9,
Pinm,PinM+Build+and+BOM.pdf,15k,2,
Pinm,PinM+Build+and+BOM.pdf,22k,1,
Pinm,PinM+Build+and+BOM.pdf,33k,2,
Pinm,PinM+Build+and+BOM.pdf,100k,10,
Pinm,PinM+Build+and+BOM.pdf,470k,2,
Pinm,PinM+Build+and+BOM.pdf,2M2,2,
Pinm,PinM+Build+and+BOM.pdf,10M,1,
Pinm,PinM+Build+and+BOM.pdf,CD4040,1,
Pinm,PinM+Build+and+BOM.pdf,CD4060,1,
Pinm,PinM+Build+and+BOM.pdf,TL072 or TL082,3,
Pinm,PinM+Build+and+BOM.pdf,74HC4040,1,
Pinm,PinM+Build+and+BOM.pdf,PT2399,1,
Pinm,PinM+Build+and+BOM.pdf,BC847,12,
Pinm,PinM+Build+and+BOM.pdf,BC857,1,
Pinm,PinM+Build+and+BOM.pdf,LL4148,5,
Pinm,PinM+Build+and+BOM.pdf,78L05 or LM78L05,1,
Pinm,PinM+Build+and+BOM.pdf,32.768kHz crystal,1,
Pinm,PinM+Build+and+BOM.pdf,vactrol,1,
Pinm,PinM+Build+and+BOM.pdf,3mm LEDs,12,
Pinm,PinM+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Pinm,PinM+Build+and+BOM.pdf,Schottky diodes,2,
Pinm,PinM+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,18,
Pinm,PinM+Build+and+BOM.pdf,100k pots,3,
Pinm,PinM+Build+and+BOM.pdf,toggle switch SPDT on- on,1,
Pinm,PinM+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,4,
Pinm,PinM+Build+and+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,1,
Primal Hyperchaos,Primal+build+and+BOM.pdf,1M pot,2,
Primal Hyperchaos,Primal+build+and+BOM.pdf,100k pot,1,
Primal Hyperchaos,Primal+build+and+BOM.pdf,3.5mm jack,7,
Primal Hyperchaos,Primal+build+and+BOM.pdf,3mm LED,4,
Primal Hyperchaos,Primal+build+and+BOM.pdf,LL4148 diodes,6,
Primal Hyperchaos,Primal+build+and+BOM.pdf,TL074,3,
Primal Hyperchaos,Primal+build+and+BOM.pdf,S1JL or similar,2,
Primal Hyperchaos,Primal+build+and+BOM.pdf,Eurorack power connector,1,
Primal Hyperchaos,Primal+build+and+BOM.pdf,10uF,3,
Primal Hyperchaos,Primal+build+and+BOM.pdf,CAP,4,
Primal Hyperchaos,Primal+build+and+BOM.pdf,470R,2,
Primal Hyperchaos,Primal+build+and+BOM.pdf,1k,6,
Primal Hyperchaos,Primal+build+and+BOM.pdf,2k2,1,
Primal Hyperchaos,Primal+build+and+BOM.pdf,10k,6,
Primal Hyperchaos,Primal+build+and+BOM.pdf,100k,12,
Primal Hyperchaos,Primal+build+and+BOM.pdf,220k,1,
Primal Hyperchaos,Primal+build+and+BOM.pdf,470k,1,
Primal Hyperchaos,Primal+build+and+BOM.pdf,1M,1,
Product,Product+Build+and+BOM.pdf,100pF,4,
Product,Product+Build+and+BOM.pdf,1nF,1,
Product,Product+Build+and+BOM.pdf,10nF,1,
Product,Product+Build+and+BOM.pdf,47nF,1,
Product,Product+Build+and+BOM.pdf,1uF,1,
Product,Product+Build+and+BOM.pdf,10uF,2,
Product,Product+Build+and+BOM.pdf,470R,4,
Product,Product+Build+and+BOM.pdf,1k,6,
Product,Product+Build+and+BOM.pdf,2k2,2,
Product,Product+Build+and+BOM.pdf,10k,3,
Product,Product+Build+and+BOM.pdf,12k,2,
Product,Product+Build+and+BOM.pdf,30k,5,
Product,Product+Build+and+BOM.pdf,47k,2,
Product,Product+Build+and+BOM.pdf,100k,15,
Product,Product+Build+and+BOM.pdf,220k,2,
Product,Product+Build+and+BOM.pdf,300k,4,
Product,Product+Build+and+BOM.pdf,470k,2,
Product,Product+Build+and+BOM.pdf,1M,1,
Product,Product+Build+and+BOM.pdf,1M2,3,
Product,Product+Build+and+BOM.pdf,TL072 or TL082,3,
Product,Product+Build+and+BOM.pdf,TL074 or TL084,1,
Product,Product+Build+and+BOM.pdf,LM13700M,1,
Product,Product+Build+and+BOM.pdf,BC857,2,
Product,Product+Build+and+BOM.pdf,LL4148,9,
Product,Product+Build+and+BOM.pdf,5V1 zener diodes,4,
Product,Product+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Product,Product+Build+and+BOM.pdf,Schottky diodes,4,
Product,Product+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,8,
Product,Product+Build+and+BOM.pdf,100k pots,6,
Razors,RAZORS+Build+and+BOM.pdf,10uF,2,
Razors,RAZORS+Build+and+BOM.pdf,1k,6,
Razors,RAZORS+Build+and+BOM.pdf,10k,18,
Razors,RAZORS+Build+and+BOM.pdf,22k,2,
Razors,RAZORS+Build+and+BOM.pdf,47k,2,
Razors,RAZORS+Build+and+BOM.pdf,TL074 / TL084 / LF347,1,
Razors,RAZORS+Build+and+BOM.pdf,TL072 / TL082,1,
Razors,RAZORS+Build+and+BOM.pdf,LL4148 diodes,4,
Razors,RAZORS+Build+and+BOM.pdf,5V1 zener diodes,4,
Razors,RAZORS+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Razors,RAZORS+Build+and+BOM.pdf,Schottky diodes,2,
Razors,RAZORS+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,6,
Razors,RAZORS+Build+and+BOM.pdf,100k pots,4,
Razors,RAZORS+Build+and+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,1,
Resonate,RESONATE+build+and+BOM.pdf,10pF,1,
Resonate,RESONATE+build+and+BOM.pdf,1nF,4,
Resonate,RESONATE+build+and+BOM.pdf,33nF,2,
Resonate,RESONATE+build+and+BOM.pdf,100nF,8,
Resonate,RESONATE+build+and+BOM.pdf,1uF,4,
Resonate,RESONATE+build+and+BOM.pdf,10μF,2,
Resonate,RESONATE+build+and+BOM.pdf,RL,4,
Resonate,RESONATE+build+and+BOM.pdf,47R,1,
Resonate,RESONATE+build+and+BOM.pdf,1k,2,
Resonate,RESONATE+build+and+BOM.pdf,1k5,1,
Resonate,RESONATE+build+and+BOM.pdf,33k,1,
Resonate,RESONATE+build+and+BOM.pdf,68k,1,
Resonate,RESONATE+build+and+BOM.pdf,100k,19,
Resonate,RESONATE+build+and+BOM.pdf,150k,1,
Resonate,RESONATE+build+and+BOM.pdf,220k,5,
Resonate,RESONATE+build+and+BOM.pdf,TL072 or TL082,4,
Resonate,RESONATE+build+and+BOM.pdf,TL074 or TL084,1,
Resonate,RESONATE+build+and+BOM.pdf,vactrols,8,
Resonate,RESONATE+build+and+BOM.pdf,Blue LED,1,
Resonate,RESONATE+build+and+BOM.pdf,10 Pin 2.54mm Single Row Pin Header Strip,2,
Resonate,RESONATE+build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,2,
Resonate,RESONATE+build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Resonate,RESONATE+build+and+BOM.pdf,"S1JL or similar, optional - for reverse voltage protection",2,
Resonate,RESONATE+build+and+BOM.pdf,100k POT spline shaft,6,
Resonate,RESONATE+build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,8,
Resonate,RESONATE+build+and+BOM.pdf,10-11mm stand-off and M3 or M2.5 screw to suit,1,
Router,Router_Build&BOM.pdf,100k pot,4,
Router,Router_Build&BOM.pdf,3.5mm jack,11,
Router,Router_Build&BOM.pdf,LED,4,
Router,Router_Build&BOM.pdf,eurorack 10 pin power connector,1,
Router,Router_Build&BOM.pdf,LL4148 diode,4,
Router,Router_Build&BOM.pdf,TL072,1,
Router,Router_Build&BOM.pdf,TL074,1,
Router,Router_Build&BOM.pdf,DG412 or similar,1,
Router,Router_Build&BOM.pdf,10uF,2,
Router,Router_Build&BOM.pdf,100nF,2,
Router,Router_Build&BOM.pdf,10Ω,2,
Router,Router_Build&BOM.pdf,470Ω,4,
Router,Router_Build&BOM.pdf,1k,1,
Router,Router_Build&BOM.pdf,10k,10,
Router,Router_Build&BOM.pdf,47k,8,
Router,Router_Build&BOM.pdf,100k,14,
Router,Router_Build&BOM.pdf,120k,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,100pF,10,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,1n,9,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,10n,9,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,47n,18,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,100n,29,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,10uF,34,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,470R,5,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,1k,16,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,2k2,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,10k,22,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,15k,2,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,22k,2,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,27k,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,33k,3,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,47k,1,
I was Sitting in a Room,SITTING+IN+A+ROOM+Build+and+BOM.pdf,68k,2,
